title,author,Practices,method,link,Disciplines,journal,medium,keywords,location,Relevance,Impact Scale (0-10),Notes
"Sweat, Skepticism, and Uncharted Territory: A Qualitative Study of Opinions on Data Sharing Among Public Health Researchers and Research Participants in Mumbai, India","Hate, Ketaki; Meherally, Sanna; More, Neena Shah; Jayaraman, Anuja; Bull, Susan; Parker, Michael; Osrin, David",,,,,JOURNAL OF EMPIRICAL RESEARCH ON HUMAN RESEARCH ETHICS,article,data sharing; poverty areas; Mumbai; India; ethics,,,,
Enhancing Self-Reflection with Wearable Sensors Workshop: A Commentary on the ACM MobileHCI 2014 Workshop,"Kefalidou, Genovefa; Shipp, Vicky; Pinchin, James; Dix, Alan",,,,,INTERNATIONAL JOURNAL OF MOBILE HUMAN COMPUTER INTERACTION,article,Big Data 'On-the-Go'; Contextual Computing; Self-Reflection Tools; Tracking; Wearable Sensors,,,,
Reports on the 2015 AAAI Workshop Series,"Albrecht, Stefano V.; Beck, J. Christopher; Buckeridge, David L.; Botea, Adi; Caragea, Cornelia; Chi, Chi-hung; Damoulas, Theodoros; Dilkina, Bistra; Eaton, Eric; Fazli, Pooyan; Ganzfried, Sam; Giles, C. Lee; Guillet, Sebastien; Holte, Robert; Hutter, Frank; Koch, Thorsten; Leonetti, Matteo; Lindauer, Marius; Machado, Marlos C.; Malitsky, Yuri; Marcus, Gary; Meijer, Sebastiaan; Rossi, Francesca; Shaban-Nejad, Arash; Thiebaux, Sylvie; Veloso, Manuela; Walsh, Toby; Wang, Can; Zhang, Jie; Zheng, Yu",,,,,AI MAGAZINE,article,,,,,
Preliminary numerical investigations of conformal predictors based on fuzzy logic classifiers,"Murari, A.; Vega, J.; Mazon, D.; Courregelongue, T.",,,,,ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,article,Conformal predictors; Fuzzy logic; Membership function; Non conformity score,,,,
Key challenges for the creation and maintenance of specialist protein resources,"Holliday, Gemma L.; Bairoch, Amos; Bagos, Pantelis G.; Chatonnet, Arnaud; Craik, David J.; Finn, Robert D.; Henrissat, Bernard; Landsman, David; Manning, Gerard; Nagano, Nozomi; O'Donovan, Claire; Pruitt, Kim D.; Rawlings, Neil D.; Saier, Milton; Sowdhamini, Ramanathan; Spedding, Michael; Srinivasan, Narayanaswamy; Vriend, Gert; Babbitt, Patricia C.; Bateman, Alex",,,,,PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS,article,specialist protein resource; key challenges; biocuration; longevity; big data; misannotation,,,,
Digital repository of associations between environmental variables: A new resource to facilitate knowledge synthesis,"Ziegler, C. Richard; Webb, J. Angus; Norton, Susan B.; Pullin, Andrew S.; Melcher, Andreas H.",,,,,ECOLOGICAL INDICATORS,article,Environmental assessment; Systematic review; Meta-analysis; Bibliometrics; Informatics; Crowdsourcing,,,,
Role of data warehousing in healthcare epidemiology,"Wyllie, D.; Davies, J.",,,,,JOURNAL OF HOSPITAL INFECTION,article,Data management; Epidemiology; Healthcare data,,,,
A novel neural-inspired learning algorithm with application to clinical risk prediction,"Tay, Darwin; Poh, Chueh Loo; Kitney, Richard I.",,,,,JOURNAL OF BIOMEDICAL INFORMATICS,article,Cardiovascular disease; Classification; Clinical risk prediction; Neural-inspired algorithms,,,,
"Using Commercial Big Data to Inform Social Policy: Possibilities, Ethics, Methods and Obstacles","Smith, Andrew; Sparks, Leigh; Goulding, James",,,,,JOURNAL OF MACROMARKETING,article,,,,,
Strategic opportunities (and challenges) of algorithmic decision-making: A call for action on the long-term societal effects of 'datification',"Newell, Sue; Marabelli, Marco",,,,,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,article,Algorithmic decision-making; Digital traces; Sensors; Strategic; Social and ethical issues,,,,
Comparisons of machine learning techniques for detecting malicious webpages,"Kazemian, H. B.; Ahmed, S.",,,,,EXPERT SYSTEMS WITH APPLICATIONS,article,K-Nearest Neighbor; Support Vector Machine; Naive Bayes; Affinity Propagation; K-Means; Supervised and unsupervised learning,,,,
Improving AutoDock Vina Using Random Forest: The Growing Accuracy of Binding Affinity Prediction by the Effective Exploitation of Larger Data Sets,"Li, Hongjian; Leung, Kwong-Sak; Wong, Man-Hon; Ballester, Pedro J.",,,,,MOLECULAR INFORMATICS,article,Docking; Drug lead optimization; Machine learning,,,,
AIonAI: A Humanitarian Law of Artificial Intelligence and Robotics,"Ashrafian, Hutan",,,,,SCIENCE AND ENGINEERING ETHICS,article,Artificial intelligence; Robotics; Philosophy; Ethics; Humanitarian; Human rights,,,,
Developing ethical approaches to data and civil society: from availability to accessibility,"Easton-Calabria, Evan; Allen, William L.",,,,,INNOVATION-THE EUROPEAN JOURNAL OF SOCIAL SCIENCE RESEARCH,article,digital divide; Big Data; civil society; United Kingdom; ethics,,,,
"Governing software: networks, databases and algorithmic power in the digital governance of public education","Williamson, Ben",,,,,LEARNING MEDIA AND TECHNOLOGY,article,algorithms; big data; databases; digital governance; learning analytics; networks; software,,,,
Privacy-by-Norms Privacy Expectations in Online Interactions,"Patkos, Theodore; Flouris, Giorgos; Papadakos, Panagiotis; Bikakis, Antonis; Casanovas, Pompeu; Gonzalez-Conejero, Jorge; Figueroa, Rebeca Varela; Hunter, Anthony; Idir, Guojon; Ioannidis, George; Kacprzyk-Murawska, Marta; Nowak, Andrzej; Pitt, Jeremy; Plexousakis, Dimitris; Rychwalska, Agnieszka; Stan, Alexandru",,,,,2015 IEEE NINTH INTERNATIONAL CONFERENCE ON SELF-ADAPTIVE AND SELF-ORGANIZING SYSTEMS WORKSHOPS (SASOW),article,,,,,
A Context Aware Reputation Mechanism for Enhancing Big Data Veracity in Mobile Cloud Computing,"Lin, Hui; Hu, Jia; Liu, Jiajia; Xu, Li; Wu, Yulei",,,,,"CIT/IUCC/DASC/PICOM 2015 IEEE INTERNATIONAL CONFERENCE ON COMPUTER AND INFORMATION TECHNOLOGY - UBIQUITOUS COMPUTING AND COMMUNICATIONS - DEPENDABLE, AUTONOMIC AND SECURE COMPUTING - PERVASIVE INTELLIGENCE AND COMPUTING",article,big data veracity; mobile cloud computing; reputation mechanism; mechanism design,,,,
Design and Development of a Facebook Application to Raise Privacy Awareness,"Costantino, Gianpiero; Sgandurra, Daniele",,,,,"23RD EUROMICRO INTERNATIONAL CONFERENCE ON PARALLEL, DISTRIBUTED, AND NETWORK-BASED PROCESSING (PDP 2015)",article,Privacy; Social Network; Big Data; CDN,,,,
MAURITIUS EHEALTH - TRUST IN THE HEALTHCARE REVOLUTION,"Bholah, Leckraj Amal; Beharee, Kemley",,,,,2015 ITU KALEIDOSCOPE: TRUST IN THE INFORMATION SOCIETY (K-2015),article,Mauritius; eHealth; mHealth; Doctor Assistant; Africa Health; Innovation; Medical; Information; eInfrastructure; Big Data; Health Informatics; Global eHealth,,,,
Ten Unsolved Problems with the Internet of Things,"Earnshaw, R. A.; de Silva, M.; Excell, P. S.",,,,,2015 INTERNATIONAL CONFERENCE ON CYBERWORLDS (CW),article,embedded systems; implanted devices; real-time monitoring; big data; trust; security; privacy; latency; open standards; interoperability; visual analytics; predictive analytics; business to business collaboration,,,,
Agent-Based Models for Electricity Markets Accounting for Smart Grid Participation,"Lupo, Sara; Kiprakis, Aristides",,,,,WIRELESS AND SATELLITE SYSTEMS (WISATS 2015),article,Agent-based modelling; Smart grids; Artificial intelligence; Equilibrium modelling,,,,
Using Arabic Microblogs Features in Determining Credibility,"AlMansour, Amal Abdullah; Iliopoulos, Costas S.",,,,,PROCEEDINGS OF THE 2015 IEEE/ACM INTERNATIONAL CONFERENCE ON ADVANCES IN SOCIAL NETWORKS ANALYSIS AND MINING (ASONAM 2015),article,credibility; social networks; microblogs; arabic; twitter; trust,,,,
Trace Interviews: An Actor-Centered Approach,"Dubois, Elizabeth; Ford, Heather",,,,,INTERNATIONAL JOURNAL OF COMMUNICATION,article,research methods; mixed methods; interviewing; social network analysis; data visualization; practice,,,,
Facial Emotion Modulates the Neural Mechanisms Responsible for Short Interval Time Perception,"Tipples, Jason; Brattan, Victoria; Johnston, Pat",,,,,BRAIN TOPOGRAPHY,article,Time perception; Neural clock; Emotion,,,,
A Proposed Framework to Enrich Norwegian EHR System with Health-trusted Information for Patients and Professionals,"Konstantinidis, Stathis Th.; Kummervold, Per Egil; Luque, Luis Fernandez; Vognild, Lars Kristian",,,,,ENABLING HEALTH INFORMATICS APPLICATIONS,article,Semantic Web; Social Media; Medical Education Informatics; Big Data; health trusted information; patient education; Health Education,,,,
Big Data and Health Care: Challenges and Opportunities for Coordinated Policy Development in the EU,"Salas-Vega, Sebastian; Haimann, Adria; Mossialos, Elias",,,,,HEALTH SYSTEMS & REFORM,article,big data; Europe; health policy; qualitative research; reform,,,,
HAC-ER: A Disaster Response System based on Human-Agent Collectives,"Ramchurn, Sarvapali D.; Trung Dong Huynh; Ikuno, Yuki; Flann, Jack; Wu, Feng; Moreau, Luc; Jennings, Nicholas R.; Fischer, Joel E.; Jiang, Wenchao; Rodden, Tom; Simpson, Edwin; Reece, Steven; Roberts, Stephen",,,,,PROCEEDINGS OF THE 2015 INTERNATIONAL CONFERENCE ON AUTONOMOUS AGENTS & MULTIAGENT SYSTEMS (AAMAS'15),article,Innovative Applications; Human and Agents; Disaster Response,,,,
Learning About Health and Medicine from Internet Data,"Yom-Tov, Elad; Cox, Ingemar Johansson; Lampos, Vasileios",,,,,WSDM'15: PROCEEDINGS OF THE EIGHTH ACM INTERNATIONAL CONFERENCE ON WEB SEARCH AND DATA MINING,article,Medicine; Information Retrieval; Machine Learning; User-Generated Data,,,,
Turning Virtual Public Spaces into Laboratories: Thoughts on Conducting Online Field Studies Using Social Network Sites,"Gleibs, Ilka H.",,,,,ANALYSES OF SOCIAL ISSUES AND PUBLIC POLICY,article,,,,,
Uncovering nodes that spread information between communities in social networks,"Mantzaris, Alexander V.",,,,,EPJ DATA SCIENCE,article,social network analysis; community analysis; Twitter; viral content; community connectivity; betweenness; information diffusion,,,,
Modelling ligand selectivity of serine proteases using integrative proteochemometric approaches improves model performance and allows the multi-target dependent interpretation of features,"Ain, Qurrat U.; Mendez-Lucio, Oscar; Ciriano, Isidro Cortes; Malliavin, Therese; van Westen, Gerard J. P.; Bender, Andreas",,,,,INTEGRATIVE BIOLOGY,article,,,,,
Enrichment of LOVD-USHbases with 152 USH2A Genotypes Defines an Extensive Mutational Spectrum and Highlights Missense Hotspots,"Baux, David; Blanchet, Catherine; Hame, Christian; Meunier, Isabelle; Larrieu, Lise; Faugere, Valerie; Vache, Christel; Castorina, Pierangela; Puech, Bernard; Bonneau, Dominique; Malcolm, Sue; Claustres, Mireille; Roux, Anne-Francoise",,,,,HUMAN MUTATION,article,usher syndrome; USH2A Usherin LSDB; Fibroneetin type III; Larninin 1EGF like,,,,
Multi-agent Gaussian Adaptive Resonance Theory Map for building energy control and thermal comfort management of UCLan's WestLakes Samuel Lindow Building,"Mokhtar, Maizura; Liu, Xiongwei; Howe, Joe",,,,,ENERGY AND BUILDINGS,article,Multi-agent system; Artificial neural network; Gaussian classification; Building heat management; Artificial intelligence; Intelligent building energy management system,,,,
Reports of the 2014 AAAI Spring Symposium Series,"Jain, Manish; Jiang, Albert Xin; Kido, Takashi; Takadama, Keiki; Mercer, Eric G.; Rungta, Neha; Waser, Mark; Wagner, Alan; Burke, Jennifer; Sofge, Don; Lawless, William; Sridharan, Mohan; Hawes, Nick; Hwang, Tim",,,,,AI MAGAZINE,article,,,,,
Pathognomonic oral profile of Enamel Renal Syndrome (ERS) caused by recessive FAM20A mutations,"de la Dure-Molla, Muriel; Quentric, Mickael; Yamaguti, Paulo Marcio; Acevedo, Ana-Carolina; Mighell, Alan J.; Vikkula, Miikka; Huckert, Mathilde; Berdal, Ariane; Bloch-Zupan, Agnes",,,,,ORPHANET JOURNAL OF RARE DISEASES,article,Enamel Renal Syndrome (ERS); Amelogenesis Imperfecta and Gingival Fibromatosis syndrome (AIFGS); Enamel Dysplasia with Hamartomatous atypical Follicular Hyperplasia Syndrome (EDHFH); Amelogenesis Imperfecta; Enamel defect; Delayed tooth eruption; Intra-pulpal calcification; Gingival hyperplasia; FAM20A,,,,
Fixed-rank matrix factorizations and Riemannian low-rank optimization,"Mishra, Bamdev; Meyer, Gilles; Bonnabel, Silvere; Sepulchre, Rodolphe",,,,,COMPUTATIONAL STATISTICS,article,Riemannian quotient geometry; Riemannian trust-region; Steepest descent; Low-rank matrix completion; Linear regression,,,,
Leveraging clustering approaches to solve the gray-sheep users problem in recommender systems,"Ghazanfar, Mustansar Ali; Pruegel-Bennett, Adam",,,,,EXPERT SYSTEMS WITH APPLICATIONS,article,Gray-sheep users; Recommender systems; Collaborative filtering; K-Means clustering,,,,
Predictive Monitoring of Mobile Patients by Combining Clinical Observations With Data From Wearable Sensors,"Clifton, Lei; Clifton, David A.; Pimentel, Marco A. F.; Watkinson, Peter J.; Tarassenko, Lionel",,,,,IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS,article,E-health; novelty detection; personalized monitoring; predictive monitoring,,,,
Big Data - ethical perspectives,"Docherty, A.",,,,,ANAESTHESIA,article,,,,,
Amnioinfusion in preterm premature rupture of membranes (AMIPROM): a randomised controlled trial of amnioinfusion versus expectant management in very early preterm premature rupture of membranes - a pilot study,"Roberts, Devender; Vause, Sarah; Martin, William; Green, Pauline; Walkinshaw, Stephen; Bricker, Leanne; Beardsmore, Caroline; Shaw, Ben N. J.; McKay, Andrew; Skotny, Gaynor; Williamson, Paula; Alfirevic, Zarko",,,,,HEALTH TECHNOLOGY ASSESSMENT,article,,,,,
Towards a Big Data Exploration Framework for Astronomical Archives,"Sciacca, Eva; Pistagna, Costantino; Becciani, Ugo; Costa, Alessandro; Massimino, Piero; Riggi, Simone; Vitello, Fabio; Bandieramonte, Marilena; Krokos, Mel",,,,,2014 INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING & SIMULATION (HPCS),article,Service Oriented Architectures; Big Data; Data Analysis; Scientific Visualization; Science Gateway; Software Services,,,,
Outsourcing Multi-Version Key-Value Stores with Verifiable Data Freshness,"Tang, Yuzhe; Wang, Ting; Hu, Xin; Sailer, Reiner; Liu, Ling; Pietzuch, Peter",,,,,2014 IEEE 30TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING (ICDE),article,,,,,
Extended Ramp Goal Module: Low-Cost Behaviour Arbitration for Real-Time Controllers based on Biological Models of Dopamine Cells,"Gaudl, Swen E.; Bryson, Joanna J.",,,,,2014 IEEE CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND GAMES (CIG),article,,,,,
Supporting Business Decision-making: One Professional at a Time,"Bednar, Peter; Welch, Christine; Imrie, Peter",,,,,DSS 2.0 - SUPPORTING DECISION MAKING WITH NEW TECHNOLOGIES,article,Personal decision-support systems; situated problems; virtual personal assistant; contextual dependencies; little data,,,,
Minimal Invasive Integration of Learning Analytics Services in Intelligent Tutoring Systems,"Schatten, Carlotta; Wistuba, Martin; Schmidt-Thieme, Lars; Gutierrez-Santos, Sergio",,,,,2014 14TH IEEE INTERNATIONAL CONFERENCE ON ADVANCED LEARNING TECHNOLOGIES (ICALT),article,Web services; sequencing; learning analytics; machine learning; Intelligent tutoring system,,,,
Machine learning for the prediction of antibacterial susceptibility in Mycobacterium tuberculosis,"Niehaus, Katherine E.; Walker, Timothy M.; Crook, Derrick W.; Peto, Tim E. A.; Clifton, David A.",,,,,2014 IEEE-EMBS INTERNATIONAL CONFERENCE ON BIOMEDICAL AND HEALTH INFORMATICS (BHI),article,,,,,
A conceptual model of the automated credibility assessment of the volunteered geographic information,"Idris, N. H.; Jackson, M. J.; Ishak, M. H. I.",,,,,8TH INTERNATIONAL SYMPOSIUM OF THE DIGITAL EARTH (ISDE8),article,,,,,
Understanding micro-processes of community building and mutual learning on Twitter: a 'small data' approach,"Stephansen, Hilde C.; Couldry, Nick",,,,,INFORMATION COMMUNICATION & SOCIETY,article,Twitter; community of practice; digital story circle; informal learning; social media; small data,,,,
MutPred Splice: machine learning-based prediction of exonic variants that disrupt splicing,"Mort, Matthew; Sterne-Weiler, Timothy; Li, Biao; Ball, Edward V.; Cooper, David N.; Radivojac, Predrag; Sanford, Jeremy R.; Mooney, Sean D.",,,,,GENOME BIOLOGY,article,,,,,
Device and Technology Implications of the Internet of Things,"Aitken, Robert; Chandra, Vikas; Myers, James; Sandhu, Bal; Shifren, Lucian; Yeric, Greg",,,,,2014 SYMPOSIUM ON VLSI TECHNOLOGY (VLSI-TECHNOLOGY): DIGEST OF TECHNICAL PAPERS,article,,,,,
Use of Sentiment Analysis for Capturing Patient Experience From Free-Text Comments Posted Online,"Greaves, Felix; Ramirez-Cano, Daniel; Millett, Christopher; Darzi, Ara; Donaldson, Liam",,,,,JOURNAL OF MEDICAL INTERNET RESEARCH,article,Internet; patient experience; quality; machine learning,,,,
"Complement monitoring of Pluronic 127 gel and micelles: Suppression of copolymer-mediated complement activation by elevated serum levels of HDL, LDL, and apolipoproteins AI and B-100","Hamad, Islam; Hunter, A. Christy; Moghimi, S. Moein",,,,,JOURNAL OF CONTROLLED RELEASE,article,Apolipoproteins; Complement system; High density lipoprotein; Innate immunity; Low density lipoprotein; Poloxamer 407,,,,
Citizens as consumers: Profiling e-government services' users in Egypt via data mining techniques,"Mostafa, Mohamed M.; El-Masry, Ahmed A.",,,,,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,article,e-Government services; Consumer profiling; Neural networks; Data mining; Egypt,,,,
Development and evaluation of a de-identification procedure for a case register sourced from mental health electronic records,"Fernandes, Andrea C.; Cloete, Danielle; Broadbent, Matthew T. M.; Hayes, Richard D.; Chang, Chin-Kuo; Jackson, Richard G.; Roberts, Angus; Tsang, Jason; Soncul, Murat; Liebscher, Jennifer; Stewart, Robert; Callard, Felicity",,,,,BMC MEDICAL INFORMATICS AND DECISION MAKING,article,De-identification; Anonymisation; Electronic health records; Psychiatric case register; Medical health records security; Medical information database security,,,,
